,AAPL,AAPL,AAPL,AAPL,AAPL,JPM,JPM,JPM,JPM,JPM,MSFT,MSFT,MSFT,MSFT,MSFT
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,
2021-05-07 15:18:00-04:00,130.48,130.515,130.47,130.515,844.0,161.22,161.23,161.22,161.23,619.0,253.09,253.15,253.09,253.14,1748.0
2021-05-07 15:19:00-04:00,130.505,130.51,130.44,130.44,628.0,161.25,161.25,161.21,161.22,918.0,253.155,253.18,253.05,253.07,1576.0
2021-05-07 15:20:00-04:00,130.45,130.49,130.45,130.475,2035.0,161.21,161.22,161.2,161.2,748.0,253.07,253.09,253.025,253.09,1254.0
2021-05-07 15:21:00-04:00,130.49,130.51,130.47,130.495,1035.0,161.325,161.37,161.32,161.37,1017.0,253.1,253.17,253.1,253.1,1223.0
2021-05-07 15:22:00-04:00,130.52,130.565,130.52,130.565,1625.0,161.38,161.38,161.31,161.31,774.0,253.09,253.23,253.09,253.21,1342.0
2021-05-07 15:23:00-04:00,130.565,130.6,130.565,130.59,2193.0,161.31,161.31,161.31,161.31,496.0,253.21,253.3,253.21,253.3,1532.0
2021-05-07 15:24:00-04:00,130.56,130.59,130.53,130.54,2202.0,161.34,161.34,161.28,161.28,1224.0,253.25,253.25,253.14,253.145,1270.0
2021-05-07 15:25:00-04:00,130.53,130.54,130.47,130.47,1663.0,161.295,161.315,161.27,161.315,822.0,253.175,253.22,253.06,253.08,2873.0
2021-05-07 15:26:00-04:00,130.44,130.45,130.36,130.37,1526.0,161.315,161.33,161.31,161.33,487.0,253.07,253.07,252.86,252.915,2479.0
2021-05-07 15:27:00-04:00,130.37,130.44,130.37,130.395,1413.0,161.29,161.325,161.29,161.325,676.0,252.91,252.995,252.83,252.83,1452.0
2021-05-07 15:28:00-04:00,130.42,130.455,130.42,130.455,1910.0,161.31,161.335,161.31,161.335,365.0,252.875,252.93,252.82,252.82,1326.0
2021-05-07 15:29:00-04:00,130.47,130.48,130.46,130.46,1149.0,161.335,161.41,161.335,161.41,901.0,252.85,252.94,252.85,252.94,1002.0
2021-05-07 15:30:00-04:00,130.495,130.57,130.37,130.39,4182.0,161.465,161.465,161.45,161.45,443.0,253.01,253.12,252.76,252.76,1846.0
2021-05-07 15:31:00-04:00,130.41,130.45,130.4,130.45,971.0,161.47,161.47,161.47,161.47,572.0,252.8,252.83,252.77,252.81,1125.0
2021-05-07 15:32:00-04:00,130.45,130.51,130.43,130.47,3078.0,161.47,161.485,161.465,161.485,667.0,252.92,252.92,252.87,252.87,531.0
2021-05-07 15:33:00-04:00,130.46,130.48,130.44,130.48,2203.0,161.5,161.5,161.5,161.5,132.0,252.8,252.895,252.8,252.89,2009.0
2021-05-07 15:34:00-04:00,130.48,130.5,130.45,130.465,1515.0,161.5,161.5,161.49,161.49,641.0,252.92,252.965,252.87,252.89,887.0
2021-05-07 15:35:00-04:00,130.45,130.45,130.43,130.43,1126.0,161.47,161.47,161.47,161.47,172.0,252.89,252.91,252.8,252.83,3427.0
2021-05-07 15:36:00-04:00,130.45,130.48,130.45,130.47,1528.0,,,,,,252.9,252.92,252.89,252.905,1465.0
2021-05-07 15:37:00-04:00,130.48,130.51,130.45,130.455,1694.0,161.46,161.46,161.46,161.46,248.0,252.92,252.99,252.89,252.89,2150.0
2021-05-07 15:38:00-04:00,130.47,130.47,130.37,130.37,2636.0,161.47,161.47,161.47,161.47,229.0,252.865,252.865,252.67,252.67,1450.0
2021-05-07 15:39:00-04:00,130.33,130.37,130.31,130.37,2136.0,,,,,,252.615,252.7,252.615,252.68,1286.0
2021-05-07 15:40:00-04:00,130.38,130.435,130.375,130.38,2313.0,161.37,161.37,161.37,161.37,476.0,252.69,252.77,252.68,252.73,2793.0
2021-05-07 15:41:00-04:00,130.36,130.36,130.28,130.29,2838.0,161.31,161.31,161.3,161.3,1043.0,252.75,252.775,252.62,252.72,2644.0
2021-05-07 15:42:00-04:00,130.32,130.335,130.245,130.25,1958.0,161.26,161.26,161.2,161.21,1024.0,252.76,252.78,252.665,252.67,1296.0
2021-05-07 15:43:00-04:00,130.26,130.29,130.26,130.285,2265.0,161.22,161.24,161.19,161.19,1073.0,252.71,252.77,252.71,252.765,907.0
2021-05-07 15:44:00-04:00,130.325,130.325,130.26,130.27,2313.0,161.185,161.185,161.17,161.17,790.0,252.8,252.8,252.69,252.71,635.0
2021-05-07 15:45:00-04:00,130.27,130.35,130.24,130.35,3253.0,161.175,161.26,161.17,161.21,1768.0,252.725,252.83,252.69,252.765,2405.0
2021-05-07 15:46:00-04:00,130.31,130.32,130.295,130.295,3310.0,161.25,161.25,161.2,161.2,1257.0,252.79,252.81,252.76,252.78,2066.0
2021-05-07 15:47:00-04:00,130.265,130.27,130.25,130.27,2840.0,161.2,161.25,161.2,161.25,1678.0,252.76,252.77,252.7,252.7,1846.0
2021-05-07 15:48:00-04:00,130.25,130.3,130.23,130.29,6763.0,161.235,161.255,161.23,161.23,2054.0,252.71,252.83,252.7,252.83,2202.0
2021-05-07 15:49:00-04:00,130.295,130.42,130.295,130.42,5382.0,161.25,161.42,161.25,161.42,2576.0,252.81,253.175,252.81,253.16,3485.0
2021-05-07 15:50:00-04:00,130.42,130.45,130.33,130.43,5099.0,161.39,161.425,161.33,161.39,2558.0,253.16,253.16,252.765,253.03,6593.0
2021-05-07 15:51:00-04:00,130.37,130.395,130.35,130.37,3711.0,161.39,161.465,161.375,161.385,2980.0,253.03,253.03,252.85,252.96,5523.0
2021-05-07 15:52:00-04:00,130.355,130.4,130.35,130.38,4085.0,161.385,161.385,161.32,161.325,3112.0,252.96,253.07,252.875,253.01,4430.0
2021-05-07 15:53:00-04:00,130.355,130.4,130.335,130.37,5997.0,161.325,161.325,161.215,161.215,2081.0,253.01,253.035,252.88,252.91,5468.0
2021-05-07 15:54:00-04:00,130.39,130.49,130.36,130.49,4566.0,161.31,161.32,161.3,161.3,1156.0,252.99,252.99,252.785,252.785,6212.0
2021-05-07 15:55:00-04:00,130.45,130.545,130.45,130.5,8198.0,161.34,161.47,161.305,161.47,3559.0,252.815,252.86,252.745,252.83,1740.0
2021-05-07 15:56:00-04:00,130.49,130.495,130.32,130.34,6828.0,161.45,161.45,161.395,161.435,4190.0,252.79,252.79,252.52,252.53,2289.0
2021-05-07 15:57:00-04:00,130.35,130.425,130.35,130.425,4801.0,161.445,161.445,161.385,161.395,4338.0,252.7,252.79,252.645,252.79,2388.0
2021-05-07 15:58:00-04:00,130.41,130.425,130.23,130.24,10421.0,161.33,161.33,161.23,161.24,3233.0,252.795,252.795,252.5,252.505,4331.0
2021-05-07 15:59:00-04:00,130.255,130.3,130.21,130.255,29611.0,161.25,161.36,161.22,161.28,7151.0,252.62,252.65,252.33,252.45,4490.0
2021-05-10 09:30:00-04:00,129.48,129.54,129.14,129.25,23344.0,161.54,162.16,161.46,162.12,4480.0,251.055,251.19,250.66,250.66,3076.0
2021-05-10 09:31:00-04:00,129.16,129.16,128.71,128.71,6589.0,162.24,162.43,162.22,162.28,3174.0,250.63,250.63,250.195,250.195,770.0
2021-05-10 09:32:00-04:00,128.685,128.89,128.65,128.76,12103.0,162.37,162.78,162.37,162.66,2286.0,249.88,249.88,249.76,249.76,801.0
2021-05-10 09:33:00-04:00,128.72,128.78,128.56,128.67,8297.0,162.81,163.0,162.81,162.91,2714.0,249.85,249.88,249.675,249.765,1370.0
2021-05-10 09:34:00-04:00,128.57,128.71,128.48,128.61,6895.0,162.925,162.955,162.86,162.95,1286.0,249.845,249.845,249.67,249.825,1206.0
2021-05-10 09:35:00-04:00,128.63,128.77,128.49,128.57,7520.0,162.66,162.73,162.6,162.64,1813.0,249.925,250.02,249.925,249.98,687.0
2021-05-10 09:36:00-04:00,128.51,128.51,128.37,128.49,8603.0,162.74,162.99,162.74,162.99,1517.0,249.66,249.67,249.42,249.445,2762.0
2021-05-10 09:37:00-04:00,128.46,128.68,128.45,128.6,3673.0,162.91,162.925,162.87,162.87,874.0,249.37,249.58,249.34,249.45,6638.0
2021-05-10 09:38:00-04:00,128.555,128.6,128.47,128.6,3496.0,162.97,162.99,162.97,162.99,486.0,249.43,249.84,249.37,249.84,2253.0
2021-05-10 09:39:00-04:00,128.615,128.68,128.56,128.56,4402.0,163.17,163.375,163.17,163.36,1326.0,249.82,249.82,249.57,249.82,2362.0
2021-05-10 09:40:00-04:00,128.48,128.48,128.31,128.41,7648.0,163.4,163.4,163.18,163.18,2137.0,249.65,249.77,249.61,249.62,3152.0
2021-05-10 09:41:00-04:00,128.37,128.55,128.37,128.465,3923.0,163.04,163.31,163.04,163.31,593.0,249.97,250.205,249.93,250.03,3005.0
2021-05-10 09:42:00-04:00,128.45,128.49,128.4,128.475,4210.0,163.34,163.34,163.265,163.29,1203.0,250.05,250.09,249.99,250.04,2820.0
2021-05-10 09:43:00-04:00,128.51,128.64,128.5,128.56,4132.0,163.1,163.1,162.91,162.91,2047.0,250.12,250.41,250.12,250.41,885.0
2021-05-10 09:44:00-04:00,128.57,128.735,128.515,128.725,4079.0,162.92,162.92,162.75,162.75,731.0,250.41,250.41,250.2,250.28,945.0
2021-05-10 09:45:00-04:00,128.7,128.91,128.625,128.91,7754.0,162.67,162.7,162.59,162.64,1125.0,250.36,250.56,250.28,250.41,2666.0
2021-05-10 09:46:00-04:00,128.87,128.88,128.78,128.84,2665.0,162.59,162.64,162.525,162.635,1083.0,250.47,250.59,250.44,250.57,2239.0
2021-05-10 09:47:00-04:00,128.84,128.88,128.78,128.78,3105.0,162.65,162.65,162.56,162.56,456.0,250.53,250.64,250.52,250.625,2123.0
2021-05-10 09:48:00-04:00,128.75,128.81,128.68,128.73,5644.0,162.62,162.95,162.62,162.91,1591.0,250.68,250.97,250.63,250.87,3339.0
2021-05-10 09:49:00-04:00,128.715,128.83,128.65,128.725,4248.0,162.85,162.85,162.66,162.66,1125.0,250.89,251.03,250.74,250.81,2997.0
2021-05-10 09:50:00-04:00,128.63,128.67,128.61,128.66,3302.0,162.67,162.7,162.355,162.4,2032.0,250.74,250.76,250.54,250.645,3907.0
2021-05-10 09:51:00-04:00,128.73,128.73,128.65,128.69,2587.0,162.41,162.57,162.4,162.46,898.0,250.77,250.77,250.63,250.76,1312.0
2021-05-10 09:52:00-04:00,128.68,128.68,128.565,128.625,3085.0,162.57,162.57,162.48,162.49,584.0,250.805,250.84,250.655,250.84,1296.0
2021-05-10 09:53:00-04:00,128.575,128.655,128.4,128.4,10379.0,162.88,162.88,162.88,162.88,677.0,250.79,250.84,250.495,250.51,5436.0
2021-05-10 09:54:00-04:00,128.38,128.4,128.32,128.325,3969.0,163.02,163.1,163.0,163.0,2093.0,250.49,250.78,250.49,250.73,810.0
2021-05-10 09:55:00-04:00,128.3,128.42,128.195,128.375,4316.0,162.88,162.9,162.845,162.9,884.0,250.74,250.93,250.58,250.91,1324.0
2021-05-10 09:56:00-04:00,128.3,128.315,128.245,128.26,2623.0,163.06,163.08,162.94,163.08,3696.0,250.91,251.13,250.88,251.06,873.0
2021-05-10 09:57:00-04:00,128.255,128.41,128.25,128.35,5172.0,163.06,163.17,163.055,163.17,966.0,251.11,251.46,251.11,251.43,832.0
2021-05-10 09:58:00-04:00,128.335,128.54,128.31,128.53,4151.0,163.16,163.16,163.0,163.0,1679.0,251.37,251.52,251.325,251.44,1218.0
2021-05-10 09:59:00-04:00,128.52,128.56,128.39,128.43,10367.0,163.015,163.06,162.985,163.04,1514.0,251.49,251.49,251.305,251.305,742.0
2021-05-10 10:00:00-04:00,128.46,128.5,128.35,128.37,12308.0,163.07,163.07,162.91,162.92,1359.0,251.39,251.61,251.32,251.53,3288.0
2021-05-10 10:01:00-04:00,128.34,128.34,128.12,128.23,9219.0,162.77,162.86,162.65,162.86,525.0,251.43,251.465,251.26,251.26,841.0
2021-05-10 10:02:00-04:00,128.225,128.24,128.17,128.17,2926.0,162.88,162.91,162.88,162.91,266.0,251.465,251.465,251.465,251.465,107.0
2021-05-10 10:03:00-04:00,128.14,128.145,128.06,128.12,4206.0,162.95,163.16,162.95,163.16,1374.0,251.29,251.29,251.22,251.22,473.0
2021-05-10 10:04:00-04:00,128.17,128.33,128.17,128.33,3130.0,163.15,163.185,163.15,163.18,788.0,251.435,251.435,251.435,251.435,275.0
2021-05-10 10:05:00-04:00,128.305,128.305,128.21,128.27,2476.0,163.12,163.12,162.88,162.95,1907.0,251.23,251.23,250.98,250.98,1460.0
2021-05-10 10:06:00-04:00,128.22,128.22,128.12,128.13,4163.0,162.94,163.1,162.94,163.1,4168.0,251.22,251.22,251.12,251.12,642.0
2021-05-10 10:07:00-04:00,128.08,128.215,128.08,128.16,6421.0,163.1,163.1,163.02,163.02,422.0,251.18,251.18,251.18,251.18,140.0
2021-05-10 10:08:00-04:00,128.195,128.33,128.195,128.32,4249.0,163.2,163.2,163.2,163.2,511.0,251.12,251.29,251.12,251.22,846.0
2021-05-10 10:09:00-04:00,128.38,128.385,128.31,128.31,3780.0,163.295,163.295,163.28,163.28,790.0,251.2,251.2,251.16,251.16,500.0
2021-05-10 10:10:00-04:00,128.3,128.365,128.29,128.35,5389.0,163.33,163.33,163.27,163.27,693.0,251.23,251.23,251.23,251.23,180.0
2021-05-10 10:11:00-04:00,128.36,128.465,128.36,128.43,2586.0,163.305,163.33,163.305,163.33,394.0,251.34,251.34,251.255,251.29,684.0
2021-05-10 10:12:00-04:00,128.46,128.47,128.44,128.45,2616.0,163.305,163.305,163.22,163.22,526.0,251.28,251.28,251.18,251.18,335.0
2021-05-10 10:13:00-04:00,128.45,128.45,128.34,128.41,2941.0,163.16,163.19,163.125,163.125,625.0,251.27,251.27,251.17,251.17,687.0
2021-05-10 10:14:00-04:00,128.43,128.455,128.365,128.375,3669.0,163.17,163.2,163.04,163.04,888.0,251.11,251.11,251.11,251.11,100.0
2021-05-10 10:15:00-04:00,128.39,128.4,128.23,128.23,5961.0,163.08,163.17,163.08,163.17,1314.0,251.05,251.05,250.985,250.985,311.0
2021-05-10 10:16:00-04:00,128.33,128.45,128.33,128.43,1370.0,163.14,163.14,163.01,163.01,1481.0,251.365,251.55,251.36,251.55,1322.0
2021-05-10 10:17:00-04:00,128.43,128.59,128.4,128.56,5624.0,162.85,162.85,162.75,162.77,739.0,,,,,
2021-05-10 10:18:00-04:00,128.53,128.64,128.53,128.57,4231.0,162.8,162.96,162.8,162.92,1614.0,251.42,251.42,251.42,251.42,253.0
2021-05-10 10:19:00-04:00,128.58,128.61,128.5,128.505,4357.0,162.93,162.93,162.78,162.78,270.0,251.54,251.59,251.54,251.59,222.0
2021-05-10 10:20:00-04:00,128.46,128.615,128.46,128.53,2575.0,162.82,162.89,162.82,162.89,376.0,251.47,251.47,251.47,251.47,236.0
2021-05-10 10:21:00-04:00,128.495,128.585,128.46,128.585,6261.0,162.99,162.99,162.99,162.99,114.0,251.45,251.59,251.45,251.59,509.0
2021-05-10 10:22:00-04:00,128.49,128.535,128.43,128.45,3057.0,162.95,162.98,162.93,162.945,1002.0,251.485,251.605,251.485,251.605,613.0
2021-05-10 10:23:00-04:00,128.39,128.44,128.37,128.39,2590.0,162.91,162.99,162.905,162.94,1114.0,251.32,251.53,251.32,251.37,1230.0
2021-05-10 10:24:00-04:00,128.32,128.41,128.28,128.38,4025.0,162.9,162.99,162.88,162.88,1256.0,251.24,251.24,251.24,251.24,244.0
2021-05-10 10:25:00-04:00,128.38,128.38,128.28,128.375,3914.0,162.92,162.94,162.83,162.83,744.0,251.21,251.21,251.165,251.165,300.0
2021-05-10 10:26:00-04:00,128.375,128.49,128.375,128.4,1760.0,162.66,162.66,162.6,162.62,538.0,251.07,251.07,251.07,251.07,300.0
2021-05-10 10:27:00-04:00,128.37,128.49,128.3,128.47,2727.0,162.58,162.585,162.58,162.585,248.0,251.115,251.115,250.99,250.99,239.0
2021-05-10 10:28:00-04:00,128.45,128.48,128.385,128.39,2297.0,162.54,162.55,162.495,162.495,428.0,250.89,250.89,250.89,250.89,243.0
2021-05-10 10:29:00-04:00,128.405,128.44,128.345,128.44,1163.0,162.515,162.515,162.515,162.515,183.0,250.825,250.88,250.82,250.88,350.0
2021-05-10 10:30:00-04:00,128.34,128.34,128.155,128.25,5453.0,162.49,162.5,162.39,162.435,2025.0,250.64,250.64,250.545,250.605,1488.0
2021-05-10 10:31:00-04:00,128.19,128.22,128.17,128.21,2683.0,162.345,162.41,162.29,162.41,4874.0,250.485,250.485,250.485,250.485,154.0
2021-05-10 10:32:00-04:00,128.18,128.24,128.15,128.22,3981.0,162.42,162.46,162.4,162.4,2377.0,250.72,250.72,250.72,250.72,350.0
2021-05-10 10:33:00-04:00,128.24,128.24,128.21,128.21,628.0,162.37,162.42,162.265,162.27,1212.0,250.825,250.825,250.73,250.73,418.0
2021-05-10 10:34:00-04:00,128.22,128.275,128.21,128.21,846.0,162.355,162.355,162.19,162.2,2060.0,250.68,250.71,250.595,250.595,1011.0
2021-05-10 10:35:00-04:00,128.195,128.425,128.195,128.32,3481.0,162.2,162.21,162.095,162.095,1354.0,250.61,250.81,250.61,250.8,1026.0
2021-05-10 10:36:00-04:00,128.405,128.48,128.36,128.48,1838.0,162.12,162.24,162.12,162.24,1438.0,250.72,250.77,250.67,250.67,1720.0
2021-05-10 10:37:00-04:00,128.44,128.53,128.39,128.39,5184.0,162.24,162.29,162.24,162.29,1155.0,250.63,250.75,250.61,250.61,1884.0
2021-05-10 10:38:00-04:00,128.41,128.41,128.355,128.41,2019.0,162.33,162.445,162.33,162.385,1486.0,250.59,250.59,250.5,250.58,3203.0
2021-05-10 10:39:00-04:00,128.385,128.56,128.385,128.56,2555.0,162.32,162.32,162.28,162.3,1156.0,250.53,250.83,250.53,250.83,905.0
2021-05-10 10:40:00-04:00,128.57,128.57,128.49,128.535,1356.0,162.385,162.49,162.385,162.48,1867.0,250.82,250.82,250.65,250.65,830.0
2021-05-10 10:41:00-04:00,128.53,128.54,128.455,128.47,4886.0,162.47,162.47,162.4,162.4,604.0,250.68,250.68,250.61,250.63,830.0
2021-05-10 10:42:00-04:00,128.47,128.48,128.41,128.47,6003.0,162.34,162.35,162.3,162.35,797.0,250.68,250.79,250.625,250.79,2142.0
2021-05-10 10:43:00-04:00,128.43,128.45,128.39,128.45,2664.0,162.39,162.39,162.385,162.385,619.0,250.71,250.71,250.66,250.66,810.0
2021-05-10 10:44:00-04:00,128.44,128.44,128.35,128.39,2735.0,162.29,162.4,162.29,162.4,1101.0,250.645,250.68,250.46,250.68,999.0
2021-05-10 10:45:00-04:00,128.31,128.31,128.19,128.245,5692.0,162.4,162.4,162.38,162.385,638.0,250.515,250.52,250.34,250.5,1595.0
2021-05-10 10:46:00-04:00,128.245,128.245,128.14,128.145,3473.0,162.43,162.43,162.36,162.38,1746.0,250.45,250.45,250.355,250.43,1061.0
2021-05-10 10:47:00-04:00,128.115,128.115,128.02,128.06,5858.0,162.39,162.42,162.37,162.4,870.0,250.25,250.255,250.24,250.255,984.0
2021-05-10 10:48:00-04:00,128.06,128.085,128.02,128.045,3130.0,162.36,162.49,162.305,162.49,2418.0,250.25,250.26,250.2,250.2,1342.0
2021-05-10 10:49:00-04:00,128.03,128.06,127.95,128.0,7475.0,162.41,162.435,162.41,162.435,600.0,250.34,250.34,250.26,250.32,972.0
2021-05-10 10:50:00-04:00,128.0,128.03,127.93,127.945,3037.0,162.465,162.52,162.465,162.5,1742.0,250.32,250.35,250.23,250.26,1156.0
2021-05-10 10:51:00-04:00,127.985,128.115,127.985,128.04,3097.0,162.46,162.505,162.46,162.505,718.0,250.295,250.48,250.295,250.41,1749.0
2021-05-10 10:52:00-04:00,128.06,128.08,127.975,127.99,4840.0,162.51,162.56,162.51,162.555,1512.0,250.39,250.39,250.25,250.25,753.0
2021-05-10 10:53:00-04:00,127.95,128.025,127.87,128.025,4877.0,162.61,162.71,162.61,162.71,1007.0,250.1,250.22,250.04,250.22,1652.0
2021-05-10 10:54:00-04:00,128.055,128.11,128.0,128.0,2103.0,162.735,162.78,162.71,162.78,1476.0,250.31,250.31,250.09,250.09,930.0
2021-05-10 10:55:00-04:00,127.97,128.12,127.97,128.11,3473.0,162.8,162.875,162.78,162.875,1273.0,250.03,250.2,250.03,250.14,1306.0
2021-05-10 10:56:00-04:00,128.05,128.095,128.05,128.095,1321.0,162.895,162.96,162.895,162.95,1396.0,250.12,250.25,250.12,250.24,907.0
2021-05-10 10:57:00-04:00,128.08,128.11,128.0,128.06,3969.0,162.99,163.09,162.99,163.07,1313.0,250.32,250.32,250.14,250.27,1454.0
2021-05-10 10:58:00-04:00,128.05,128.115,128.01,128.115,1647.0,163.09,163.13,163.07,163.13,1594.0,250.27,250.27,250.14,250.21,1890.0
2021-05-10 10:59:00-04:00,128.115,128.16,128.08,128.15,1889.0,163.11,163.15,163.08,163.095,897.0,250.215,250.31,250.21,250.31,945.0
2021-05-10 11:00:00-04:00,128.205,128.23,128.08,128.12,6076.0,163.09,163.15,163.05,163.15,924.0,250.27,250.355,250.19,250.355,1647.0
2021-05-10 11:01:00-04:00,128.07,128.105,128.03,128.03,1777.0,163.175,163.235,163.175,163.22,796.0,250.33,250.33,250.06,250.06,1411.0
2021-05-10 11:02:00-04:00,128.05,128.105,128.04,128.105,1967.0,163.3,163.35,163.29,163.35,696.0,250.0,250.2,249.995,250.19,1674.0
2021-05-10 11:03:00-04:00,128.1,128.11,127.98,128.035,3907.0,163.33,163.38,163.33,163.38,969.0,250.14,250.14,250.05,250.11,1042.0
2021-05-10 11:04:00-04:00,127.96,128.015,127.9,128.015,3112.0,163.36,163.375,163.345,163.36,734.0,249.885,250.08,249.87,250.08,1790.0
2021-05-10 11:05:00-04:00,128.0,128.1,127.99,128.1,1913.0,163.36,163.51,163.36,163.47,2456.0,250.11,250.12,250.09,250.11,1100.0
2021-05-10 11:06:00-04:00,128.14,128.2,128.09,128.16,3407.0,163.42,163.44,163.38,163.38,983.0,250.04,250.125,250.04,250.125,411.0
2021-05-10 11:07:00-04:00,128.07,128.13,128.03,128.11,4140.0,163.425,163.465,163.39,163.4,647.0,250.05,250.245,250.05,250.17,1417.0
2021-05-10 11:08:00-04:00,128.08,128.16,128.08,128.13,3466.0,163.4,163.4,163.4,163.4,265.0,250.21,250.23,250.2,250.2,608.0
2021-05-10 11:09:00-04:00,128.13,128.14,128.12,128.14,2146.0,163.46,163.46,163.445,163.445,477.0,250.23,250.23,250.2,250.23,540.0
2021-05-10 11:10:00-04:00,128.1,128.25,128.07,128.23,2239.0,163.41,163.59,163.41,163.52,1758.0,250.295,250.295,250.285,250.285,1416.0
2021-05-10 11:11:00-04:00,128.25,128.26,128.18,128.21,2559.0,163.55,163.55,163.47,163.55,624.0,250.175,250.29,250.175,250.29,375.0
2021-05-10 11:12:00-04:00,128.2,128.24,128.195,128.24,1682.0,163.54,163.54,163.515,163.53,756.0,250.23,250.23,250.23,250.23,540.0
2021-05-10 11:13:00-04:00,128.28,128.3,128.11,128.22,3452.0,163.5,163.5,163.37,163.37,423.0,250.44,250.46,250.25,250.33,2777.0
2021-05-10 11:14:00-04:00,128.17,128.18,128.13,128.18,2325.0,163.42,163.42,163.36,163.36,871.0,,,,,
2021-05-10 11:15:00-04:00,128.13,128.15,128.09,128.145,1446.0,163.33,163.33,163.32,163.32,374.0,250.04,250.19,250.04,250.13,601.0
2021-05-10 11:16:00-04:00,128.12,128.24,128.12,128.24,5620.0,163.32,163.32,163.275,163.275,510.0,250.1,250.27,250.1,250.27,1571.0
2021-05-10 11:17:00-04:00,128.235,128.235,128.165,128.21,2721.0,163.39,163.41,163.325,163.325,693.0,250.28,250.28,250.155,250.21,3083.0
2021-05-10 11:18:00-04:00,128.19,128.33,128.19,128.27,4481.0,163.41,163.41,163.41,163.41,168.0,250.17,250.37,250.17,250.36,2681.0
2021-05-10 11:19:00-04:00,128.31,128.31,128.27,128.295,1537.0,163.46,163.63,163.46,163.63,1658.0,250.36,250.48,250.32,250.48,1718.0
2021-05-10 11:20:00-04:00,128.38,128.47,128.32,128.47,1818.0,163.65,163.73,163.63,163.67,1032.0,250.55,250.69,250.49,250.68,3419.0
2021-05-10 11:21:00-04:00,128.43,128.435,128.405,128.41,4401.0,163.67,163.67,163.67,163.67,106.0,250.66,250.66,250.62,250.62,939.0
2021-05-10 11:22:00-04:00,128.435,128.465,128.405,128.46,1710.0,163.64,163.64,163.59,163.59,678.0,250.61,250.61,250.58,250.58,393.0
2021-05-10 11:23:00-04:00,128.47,128.47,128.42,128.42,2632.0,,,,,,250.74,250.74,250.59,250.62,379.0
2021-05-10 11:24:00-04:00,128.39,128.405,128.37,128.395,1128.0,163.57,163.57,163.51,163.51,1406.0,250.55,250.55,250.51,250.51,209.0
2021-05-10 11:25:00-04:00,128.39,128.42,128.32,128.32,2289.0,163.5,163.54,163.5,163.54,633.0,250.475,250.55,250.38,250.38,768.0
2021-05-10 11:26:00-04:00,128.33,128.355,128.3,128.32,1311.0,163.57,163.585,163.57,163.58,505.0,250.34,250.375,250.25,250.25,1539.0
2021-05-10 11:27:00-04:00,128.36,128.38,128.36,128.36,1045.0,163.59,163.59,163.59,163.59,201.0,250.33,250.33,250.25,250.25,651.0
2021-05-10 11:28:00-04:00,128.33,128.375,128.32,128.32,761.0,163.5,163.52,163.44,163.52,901.0,250.24,250.4,250.24,250.275,1215.0
2021-05-10 11:29:00-04:00,128.3,128.3,128.265,128.285,830.0,163.595,163.64,163.595,163.64,638.0,250.27,250.3,250.24,250.26,1614.0
2021-05-10 11:30:00-04:00,128.33,128.33,128.22,128.25,2974.0,163.62,163.62,163.61,163.62,540.0,250.37,250.38,250.15,250.2,1304.0
2021-05-10 11:31:00-04:00,128.28,128.31,128.26,128.26,2267.0,163.6,163.6,163.53,163.53,704.0,250.25,250.32,250.23,250.31,1515.0
2021-05-10 11:32:00-04:00,128.24,128.24,128.18,128.18,598.0,163.51,163.6,163.51,163.6,623.0,250.33,250.33,250.31,250.31,454.0
2021-05-10 11:33:00-04:00,128.185,128.19,128.15,128.15,1502.0,163.555,163.555,163.47,163.5,1360.0,250.28,250.28,250.24,250.25,1333.0
2021-05-10 11:34:00-04:00,128.23,128.24,128.205,128.205,1285.0,163.5,163.5,163.5,163.5,301.0,250.33,250.35,250.33,250.35,501.0
2021-05-10 11:35:00-04:00,128.21,128.225,128.18,128.225,532.0,163.51,163.55,163.51,163.525,376.0,250.35,250.35,250.35,250.35,284.0
2021-05-10 11:36:00-04:00,128.225,128.27,128.14,128.14,2805.0,163.55,163.55,163.525,163.525,287.0,250.33,250.33,250.13,250.13,1485.0
2021-05-10 11:37:00-04:00,128.12,128.2,128.12,128.18,3198.0,163.525,163.62,163.525,163.58,789.0,250.125,250.125,250.12,250.12,744.0
2021-05-10 11:38:00-04:00,128.195,128.26,128.19,128.195,4772.0,163.54,163.565,163.54,163.565,256.0,250.105,250.18,250.08,250.085,1007.0
2021-05-10 11:39:00-04:00,128.18,128.225,128.165,128.225,3310.0,163.59,163.67,163.59,163.67,424.0,250.04,250.04,250.02,250.02,626.0
2021-05-10 11:40:00-04:00,128.175,128.2,128.15,128.17,7824.0,163.64,163.64,163.63,163.63,400.0,249.98,250.05,249.965,250.0,1674.0
2021-05-10 11:41:00-04:00,128.16,128.17,128.12,128.135,6280.0,163.675,163.675,163.64,163.64,268.0,249.985,249.985,249.955,249.955,226.0
2021-05-10 11:42:00-04:00,128.13,128.21,128.13,128.185,6277.0,163.6,163.6,163.595,163.595,609.0,250.05,250.05,250.04,250.04,311.0
2021-05-10 11:43:00-04:00,128.19,128.295,128.19,128.295,6013.0,163.575,163.665,163.555,163.57,1915.0,250.085,250.145,250.085,250.1,1363.0
